text,coarse_label,fine_label,label
@USER @USER CDU soll mit Merkel und SPD weiterhin mit Schulz...!! |LBR| Nur so kann das endgültig beendet werden.....,OTHER,OTHER,0
"@USER Interessant wäre zu wissen, welche Schlussfolgerungen die iranische Seite daraus zieht. Bisher gibt es va zu Israel keine Änderung",OTHER,OTHER,0
"@USER Vielmehr - Liebe passiert manchmal einfach. Sie fragt nicht: ""Wer bist du und wie definierst du dich?"" Sie geschieht.",OTHER,OTHER,0
"@USER Einziger Lichtblick für alle Deutschen, die AfD!",OTHER,OTHER,0
"@USER So sieht es in einem Land aus welches vor der Verblödung steht...ich hasse dumme Menschen, erst recht wenn es meine eigenen Landsleute sind...furchtbar",OFFENSE,ABUSE,1
wer weis wie das Verb zum Schreiben von Whatsapp Mitteilungen heißt? |LBR| whatsappen! oder |LBR| whatsen!,OTHER,OTHER,0
@USER etwas parteitag und so,OTHER,OTHER,0
@USER Obwohl sie zurecht als verlieren gelten dürfen sie dennoch weiter regieren....,OTHER,OTHER,0
"@USER Noch nix von Neusprech und political correctness gehört? Linke zeigen einen an und mobben einen aus der Gesellschaft, wenn man unbequeme Wahrheiten benennt. Man ist ein Hetzer... Im alten Testament nannte man solche Leute Propheten",OTHER,OTHER,0
@USER Du bist hier der Hartzer steht sogar in deinem namen uff,OTHER,OTHER,0
@USER @USER Das recht auf Körperliche Unversehrtheit ist ein Grundrecht das von Juden und Moslems mit Füßen getreten wird. Genau wie das Schächten.,OFFENSE,ABUSE,1
"Den Krieg in London sofort beenden. Alle Befürworter des Islam |LBR| dorthin verjagen, wo das Gedankengut herkommt. Friede in Europa.",OFFENSE,ABUSE,1
@USER @USER Es waren nur ca 26%..nach den Geschehnissen immer noch viel |LBR| Der dumme braucht halt noch eine vor den Latz...erst wenns richtig weh tut....,OFFENSE,ABUSE,1
@USER @USER Eine tolle Frau. Aber sie muss sich verstecken. Und wartet auf Verstärkung,OTHER,OTHER,0
»Unsere« Regierung von Deutschland unter Merkel widert mich an! Der SPD-Antisemit @USER hat nach Trump‘s gerechtfertigten Jerusalem-Act sofort die USA &amp; Israel gemaßregelt. Doch der Iran wird nicht kritisiert. Der IranDeal scheint ihm ja wichtig zu sein…,OTHER,OTHER,0
"@USER @USER Sie unterstellen dem user @USER ,keine Ahnung zu haben.Dann ist es ja nur legitim, daß man Ihnen+Gattin das gleiche unterstellen darf?Auch e Schule ist nur e Mikrokosmos.Der Naivität mancher Menschen sind-wie d Vergangenheit zeigte (amri etc)-wohl keine Grenzen gesetzt.",OTHER,OTHER,0
@USER ich habe geschrieben Zwang GEZ und Inhalte ARD ZDF sind zu kritisieren,OTHER,OTHER,0
@USER @USER Kotz deine Propaganda wo anders aus. Hier bist du falsch.,OFFENSE,INSULT,1
@USER Auch Niederlagen müssen gelernt werden.... |LBR| SPD unter 15%....wer hilft mit..??,OTHER,OTHER,0
"@USER @USER Es ist nicht die Aufgabe von Massenmedien, solche Asylanten-Sauereien zu verschweigen!!",OFFENSE,ABUSE,1
@USER @USER Das liebe Geld....schade das es die Falschen haben ..und noch Falscherer die darüber verfügen dürfen ....,OTHER,OTHER,0
"@USER @USER @USER das Thema ist emotional genug, es wäre doch schön, auf persönliche Angriffe verzichten zu können.....",OTHER,OTHER,0
@USER Mit Grünen und FDP wird nix möglich sein außer faule Kompromisse...diesen Schlammmasse haben wir selbst verursacht..! |LBR| Und Österreicher berichten über sich atmosphärische gute und konstruktive Verhandlungen..! Davon können wir nur träumen,OTHER,OTHER,0
Geheimdienste sind staatlich bezahlte und subventionierte Klatsch &amp; Tratsch &amp; Intrigen Organisationen ohne Verantwortung für irgendwas,OFFENSE,INSULT,1
@USER Die werden auch noch feststellen das der Fan /Besucher ihre Irrsinnigen Gehälter bezahlt.,OTHER,OTHER,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Oho - Bedrohung für ein international erhältliches Buch !Lächerlich. Passt Ihnen wohl auch nicht, die Nachweise aus Israels Geburtenabteilung. PS Er hat nicht den Holocaust geleugnet, den gab es, aber die Zahl stimmte nicht, das hat er nachgewiesen.",OTHER,OTHER,0
@USER @USER @USER was sie so alles wissen,OTHER,OTHER,0
"@USER Da die FDP eine undemokratische Partei ist, würde dies auch keiner von der AfD wollen!",OTHER,OTHER,0
"@USER Nix abgeschoben....13jahre sind zwar zu wenig, aber für die Gitterstäbe bezahlen wir gerne. |LBR| Danach die Ratte entsorgten..!!",OFFENSE,ABUSE,1
@USER Nehme an Kroos und noch einige andere Ball-Millionäre nehmen Drigen!,OTHER,OTHER,0
"@USER @USER @USER Das ist eine Antwort, die mich fast erschreckt. Wegen des Bildes, das du von @USER hast. Und wegen “Niemand ist wichtiger als die Partei.” Vielleicht reden wir mal in Hannover darüber.",OTHER,OTHER,0
"@USER Praktisch haben einige europäische Dummköpfe beschlossen, einigen Verbrecherkollegen in Afrika mehr Geld zu schenken!",OFFENSE,INSULT,1
Ich werde Opa. Es gibt sogar noch schöne Dinge im Leben!!!!,OTHER,OTHER,0
@USER @USER @USER @USER Ethnische Deutsche also schon einige Generationen,OTHER,OTHER,0
Politiker von CDU CSU SPD sind eine große Gefahr für unser Land sie Posaunen in die Welt das DE 220.000 Invasoren aufnimmt + Familiennachzug,OFFENSE,ABUSE,1
"@USER @USER A) ist die BRD kein Staat, und B) es interessiert die auch nicht was die Bewohner des Vereinigten Wirtschaftsgebiets denken, denn die sind nur selbsternannte Sklaven die immer wieder den gleichen Fehler machen!",OTHER,OTHER,0
Flüchtlinge fliehen nach Deutschland parallel dazu lassen sie ihre Familien in der Heimat sterben sehr ehrenhaft....,OFFENSE,ABUSE,1
"@USER Mir reicht, dass ich diesen Feigling aus Rostock 1989/90 kenne. Er wurde ins ""Licht"" geschoben, dieser Gauckler",OFFENSE,INSULT,1
@USER @USER So reden nur Vasallen Merkels!!,OFFENSE,INSULT,1
@USER Typisch Deutsch.Einmal Weltklasse dann Kreisklasse!,OTHER,OTHER,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Das BKA Gutachten siehe Spiegel-Artikel ist sehr eindeutig.,OTHER,OTHER,0
"Die EU-Finanzverbrecher drangsalieren das Griechische Volk weiter, bedienen sich u. ihre kriminellen Banken",OFFENSE,ABUSE,1
@USER @USER An alle Pferde Hunde Katzen Kühe usw....ihr seid voll im Arsch...!,OFFENSE,PROFANITY,1
@USER Genau so einen Schwachsinn hat die Welt noch gebraucht.,OTHER,OTHER,0
"@USER Nööö, ""die schon länger hier Wohnenden"" müssen vielleicht bald ""Armbinden"" tragen",OTHER,OTHER,0
"Der ""Pirat"" muss den Champagner nicht öffnen. Mit einer vollen |LBR| Flasche kann er sich seine üblen Wünsche besser aus dem |LBR| Kopf schlagen.",OFFENSE,ABUSE,1
Morgen Abend schmeißt d Verein FluchtnachVorn eine Geburtstagsparty für Michael Genner! Sparkassaplatz 3 in good ol' 15.Bezirk! Wer kommt?,OTHER,OTHER,0
"@USER Mitglieder des Bundestages drohen nicht mit Krieg, sondern werben parlamentarisch für Ihre Inhalte.",OTHER,OTHER,0
@USER Ich beende gleich die Nachtschicht und wünsche ebenfalls einen (kalten) guten Morgen.,OTHER,OTHER,0
"@USER Huhhhhh, Fritz, Du jagst mir richtig Angst ein",OTHER,OTHER,0
"@USER Gleich = mit gleichwertig gemeint. Klar sind Frau und Mann nicht gleichgeformt, sondern unterschiedlich :)",OTHER,OTHER,0
@USER Ich hab ein Herz für die Bad Boys.,OTHER,OTHER,0
@USER Nur noch Geisteskranke Politiker in der Regierung!! Es muss ein Ende haben!!!,OFFENSE,INSULT,1
"@USER Muslimischer Antisemitismus muss dokumentiert, benannt und mit allen Mitteln des Rechtsstaats und der Zivilgesellschaft bekämpft werden. Gleichwohl: Mit vielen der abgebildeten Meinungen sind diese ""jungen Moslems"" doch bestens integriert. Die Darstellung scheint uns fragwürdig.",OTHER,OTHER,0
"Das Merkel-Regime wird alle Machtmittel einsetzen,um sich an d. Spitze dieser DIKTATUR zu halten. ""Denke ich an Deutschland in der Nacht...""",OTHER,OTHER,0
"@USER @USER |LBR| Winter, was ist das?",OTHER,OTHER,0
"@USER Hallo Deniz, du kannst dort verrecken!! |LBR| Bitte wörtlich übersetzen!!!!",OFFENSE,ABUSE,1
@USER @USER Es gibt auch einen Bestandsschutz!!! Aber das geht den Buntmenschen gegen den Strich!,OFFENSE,ABUSE,1
"@USER Immer rinn mit de Moslems. |LBR| Und atmen Sie mal tief durch Herr Stegner, sie wirken immer voll verspannt. Der atmende Rahmen der Grünen war doch ein guter Ansatz. Soll ich Ihnen mal die Schultern massieren, damit das Hirn wieder O2 abbekommt?",OFFENSE,INSULT,1
Super BVB kriegt aufs Maul 1:3,OTHER,OTHER,0
"@USER Fakt ist auch, das dieser Bürgermeister über die Köpfe seiner Bürger hinweg entschieden hat, mehr Flüchtlinge als er muss und kann aufzunehmen. Bekommt dafür von Merkel sogar öffentlich einen Preis verliehen. Das da mal ein Bürger ausrastet war abzusehen.",OTHER,OTHER,0
"Es ist völlig falsch, jetzt neue Posten wie einen zusätzlichen Vize-Kanzler zu fordern.",OTHER,OTHER,0
@USER Ihr seit Saboteure am deutschen Volk!,OFFENSE,ABUSE,1
"Von Storch führt CDU Nadine Schön rethorisch zum Thema Alterfeststellung vor und zwingt sie, zuzugeben, dass die CDU |LBR| für |LBR| die Feststellung ist. Dennoch Antragsablehnung, weil AfD im Antrag |LBR| nicht |LBR| das Wort ""Hilfe"" erwähnt. |LBR| Kannste Dir nicht ausdenken. |LBR| @USER @USER",OTHER,OTHER,0
@USER @USER Sollten Neuwahlen kommen....wird AfD mehr Punkte haben als SPD..!,OTHER,OTHER,0
"@USER Ich glaube, wir Ezropäer werden es nie verstehen, weshalb die Türken einen so abtrünnigen Hass auf die Kurden ausüben.",OTHER,OTHER,0
@USER Im Landkreis Mecklenburgische Seenplatte in der Nähe von Blankensee,OTHER,OTHER,0
@USER @USER |LBR| Und sofort Knüppel auf'n Kopp!,OFFENSE,ABUSE,1
@USER @USER Wo er recht hat hat er recht!,OTHER,OTHER,0
@USER @USER Sie denkt eben rational. Erst nach dem 3ten Anschlag rechnet es sich zeitlich und Mengenmäßig mit den Menschen zu reden. Man darf da nichts überstürzen :-),OTHER,OTHER,0
"Der Maas benimmt sich sehr undiszipliniert und kann nicht zuhören, |LBR| wenn Frau Weidel eine Frage beantworten soll. Er unterbricht sie |LBR| ständig. So geht das nicht.",OTHER,OTHER,0
"@USER Selbst Schuld,hat kein Gespür für Bürgerwillen!!!!!!!!",OTHER,OTHER,0
@USER @USER Und ?? Ärgert dich das du Kernseifenloser?? Schön !,OFFENSE,INSULT,1
@USER Bei mir gibt's heute Hot Dog. vegan,OTHER,OTHER,0
@USER Kroatien-Slowenien-Österreich-Tschechien-Polen bist Ostsee.....eine schöne Migranten/Moslem/Burka-freie Rundreise..!,OFFENSE,ABUSE,1
@USER @USER Genau |LBR| Und beide sind fähiger...das wurmt Die Grünen....!,OTHER,OTHER,0
"Es steht fest, dass türkisch-österreichische Staatsbürger gegen die |LBR| FPÖ stimmen. Illegale müssen bestraft und dann abgeschoben |LBR| werden.",OTHER,OTHER,0
@USER @USER Der dumme deutsche hat sich entschieden....jetzt wird alles nur noch schlimmer....,OFFENSE,ABUSE,1
@USER Ich war 34 und kann den heutigen Dreck sehr gut beurteilen,OTHER,OTHER,0
"Welcher SPD soll ich glauben,etwa der,die Begriffe wie sozial u. demokr. seit Jahren verraten hat,die mich üb. Gabriel als Pack bezeichnet?",OTHER,OTHER,0
"@USER @USER @USER @USER @USER @USER @USER @USER Habe mit einer besonders ""guten"" Arbeitskollegin kurz über Migrantenkriminalität gesprochen.Sie sagt,sie lese schon gar keine Zeitungen/Berichte mehr. Ich sagte:das erklärt einiges...",OTHER,OTHER,0
@USER Wir können die Frage spontan nicht beantworten. Die Kirche macht sich für Nächstenliebe stark - und die kennt keine Nationalität.,OTHER,OTHER,0
@USER Es hätte noch viel mehr rauskommen können...Stichwort Plasma - Akte...,OTHER,OTHER,0
"Helmut Schmidt hatte allein mehr Verstand, als die gesamte Berliner Muschpoke zusammen",OFFENSE,INSULT,1
"@USER Na, das ist aber schon grenzwertig in Anbetracht Schulz seiner ""Locken"". Könnte sich zu seinem Rachefeldzug entwickeln",OTHER,OTHER,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nicht öffentlich? Die Firma Rheinmetall hat schon ein öffentliches Werbevideo auf youtube,OTHER,OTHER,0
"Etwa 200-300 Personen bei ""Soli-Kundgebung"" für Ken Jebsen. Hetze gegen Israel darf nicht fehlen. Evelyn Hecht-Galinski setzt am Ende dem ganzen die Krone auf (""Israel mordet genauso wie damals...""), ehe ""der große Meister"" (Fikentscher über Jebsen) per Audiobotschaft spricht.",OTHER,OTHER,0
@USER Waren es Bullterrier oder doch nur Pudel..?,OTHER,OTHER,0
"@USER @USER Merkel ist schnell auf den ""Abschiebungszug"" aufgesprungen u. diese ""Schreihälse"" sind Produkt ihrer verfehlten Flüchtlingspolitik",OTHER,OTHER,0
@USER @USER Sicher das Sie noch im Land ist?!,OTHER,OTHER,0
@USER @USER @USER Sigi ich geb dir recht...allerdings wenn ich von solchen Urteilen nich selber schon mehrfach gelesen hätte würde ich es auch nicht glauben!,OTHER,OTHER,0
@USER Frag dich doch mal wer für die Armut mitverantwortlich ist.,OTHER,OTHER,0
Jetzt werden sich alle brav von Bundespräsidenten in die Pflicht nehmen lassen und noch einmal miteinander reden. Aber tatsächlich kursiert zwischen den Parteien schon ein Datum für Neuwahlen: 22.04.2018 |LBR| JamaikaSondierung Steinmeier,OTHER,OTHER,0
@USER @USER Solange der Blödelsender RTL die dummen deutschen weiterhin mit Hirnfutter versorgt bleibt alles wie es ist...!,OTHER,OTHER,0
"@USER @USER Die ist nicht nur peinlich,hat einen Riss in der Schüssel, das Unfähigste, was mir diesbezüglich bisher begegnet ist",OFFENSE,INSULT,1
Entweder Deutscher oder Türke. Wer gerne türkisch leben möchte -Idee- ab in die Türkei. |LBR| Dort könnt Ihr Erdogan dienen.,OFFENSE,ABUSE,1
@USER @USER Dieses Schwein darf nicht abgeschoben werden...noch nicht...der soll erst seine Strafe absitzen und deutscher Knast ist kein Urlaub. |LBR| Dafür bezahle ich gerne extra...!,OFFENSE,INSULT,1
Schleusern muß man das “Handwerk“ legen. |LBR| Welch eine Beleidigung deutscher Handwerker. |LBR| Menschenhandel ist kein Handwerk-&gt;sondern Verbrechen,OTHER,OTHER,0
"@USER @USER Sie haben aufgehört zu lesen...und zu denken..! |LBR| Die AfD mit in der Runde das ist schon gut, aber die Grünen das ist ein fataler Fehler.",OTHER,OTHER,0
"Wenn Saudi Arabien, Iran, Türkei und Katar unsere Verbündete im Kampf gegen den Terror sind, wer sind denn unsere Feinde?",OTHER,OTHER,0
Was zum Teufel läuft denn da beim TV durchschalten mit dem bescheuerten Schulz ?Der Blödmann will alle aus dem Parlament schmeißen ? IDIOT !,OFFENSE,INSULT,1
@USER @USER Wir haben Jerusalem vom Islam befreit und das heutige Banken System erfunden. Wer oder was sollte uns aufhalten. Merkel oder Maas etwa. Lachhaft,OFFENSE,ABUSE,1
"@USER Wer nichts in einer Renten- oder Krankenversicherung einbezahlt hat, darf auch keine Leistungen über Sozialniveau erwarten!",OTHER,OTHER,0
"@USER Ich habe mal geträumt,ja ein Albtraum, ich wäre der SED-Stasi-Trulla auf Ohrfeigenabstand nahe gekommen und mit jedem Watschen wurde sie häßlicher und gruseliger. Erst als ich die Faust einsetzte bekam ihre Horrorfratze die Schönheit die sie verdient !",OFFENSE,ABUSE,1
"@USER Ist das wirklich das produktivste was du hinzuzufügen hast, während wir ein Zimmer für eine geflüchtete Person suchen?",OTHER,OTHER,0
"Merkel schaffte es, sich bis an die Seite der FDJ-Führung der DDR zu schleimen, um diese später zu verraten. Heute macht sie es auch so",OFFENSE,INSULT,1
@USER Wenn ich das Wort schon höre Transgender,OFFENSE,ABUSE,1
"@USER @USER Ist aufgezeichnet, euch kann man wirklich alles erzählen ‼",OTHER,OTHER,0
"@USER In Berlin gibt es eine Ausstellung, in der Terroristen als Märtyrer dargestellt werden. Was ist ihr Statement dazu???",OTHER,OTHER,0
"@USER @USER Bei wem haben die die Umfrage gemacht, euch kann man jeden Scheiß erzählen ihr glaubt einfach alles was die Systemmedien euch weiß machen",OFFENSE,PROFANITY,1
"@USER Vor allem Rechtspopulisten &amp; AfD-Sympathisanten verteidigen Gröning, kritisieren das »harte Urteil« &amp; feiern gleichzeitig die Holocaust-Leugnerin Haverbeck als »Heldin der Wahrheit«. Das Krankheitsbild lautet: Deutsch-nationaler Antisemitismus NACH Auschwitz in Deutschland",OTHER,OTHER,0
@USER Ich möchte ihn mal..für ne kurze Zeit....aber dieser Bayer ist wirklich ein Waschlappen,OFFENSE,INSULT,1
@USER Wo waren die bei der Demo gegen Terror??,OTHER,OTHER,0
"@USER Jede Staatsanwaltschaft kann s.g. ""hausintern"" Vorermittlungen einleiten. Allein mit Dummheit ist der BER nicht zu begründen",OTHER,OTHER,0
@USER @USER Es gibt schon blöde Menschen...unverständlich das sich deutsche immer vordrängeln müssen....,OTHER,OTHER,0
@USER @USER Die Frage sei erlaubt...wie können Asylanten auf regulärem Weg in ihr Heimatland zurück ohne Spuren zu hinterlassen? |LBR| Märchenstunde?,OFFENSE,ABUSE,1
"Pünktlich zum Wahlkampfauftakt ziehen sich unsere politi. Raubtiere Berlins d. Lammfell über, um weitere Jahre im gleichen Trott zu agieren",OFFENSE,INSULT,1
@USER @USER Wir müssen zulegen und Merkel vernichten!!!,OFFENSE,ABUSE,1
"@USER Wie sehr die Denker im Land tatsächlich händeringend fehlen, beweist vor allem dies Ministerium täglich neu.",OTHER,OTHER,0
"@USER @USER Maischberger um 22.45 Uhr, in der ARD!",OTHER,OTHER,0
"Es wird für d. NATO keine ""Position der Stärke"" mehr geben, es gab sie nie! Wir hatten Glück, dass kein ""Dorfpolitiker"" den ""Knopf"" drückte",OTHER,OTHER,0
Georg Restle treibt immer noch sein Unwesen gespickt mit Hetze u Fake News gegen die AFD in d ARD dieser Schweinejournalist gehört entsorgt,OFFENSE,ABUSE,1
@USER @USER Weist du ob sie überhaupt noch im Land ist?,OTHER,OTHER,0
"Seit Merkel wird immer offensichtlicher, das POLITIK nur noch zum Zweck der BEREICHERUNG der eigenen Konten, zum Raubrittertum verkommen ist !Man kann nur noch auf AfD hoffen, weil sie die einzigsten sind die Politik aus Befüchtungen heraus betreiben !",OTHER,OTHER,0
@USER @USER @USER @USER @USER Auch wenn es ihnen nicht gefällt. Herr Kubiki und die SPD sind in der Runde die einzigen mit Rückgrat. Die FDP hält Wahlversprechen. Und die SPD hält nicht den Steigbügel für Merkels Macht Erhalt. Grüne kriechen in jedes Bett. Hauptsache sie sind mit in der Regierung.,OTHER,OTHER,0
"Das Foto des Jahres finde ich pietätlos u. Ausdruck dafür, wie tief die von der Politik vorgelebte Hetze gegen RU in Medien verwurzelt ist",OTHER,OTHER,0
@USER @USER @USER Dieser Hass auf Juden und Christen wird importiert...und alle jubeln und klatschen |LBR| Von AfD geht keine Gefahr aus....jede Partei hat in den eigenen Reihen Kleingeister. |LBR| AfD ist definitiv kein deutsches Problem,OTHER,OTHER,0
@USER @USER Ja das ist das Ergebnis wenn blinde auf taube treffen....und das die nächsten 4 Jahre...holly shit,OFFENSE,INSULT,1
@USER Täglich lese ich über Notarzteinsätze bei der DB aber ohne Hintergrundinformationen.Was macht ein Arzteinsatz erforderlich.,OTHER,OTHER,0
"@USER @USER Und, welche schließen diese Dinge aus? Keiner der Ausrichtungen. Weder die Sunniten, noch die Schiiten oder Wahabiten. ich beende das nun. Informieren sie sich einfach mal unabhängig zu manchen Religionen.",OTHER,OTHER,0
@USER @USER Die bekommen auch kein Fahrverbot!! Wessen Brot ich esse dessen Lied ich spiele!! Das zeigt wie korrupt diese Regierung ist!!!,OFFENSE,INSULT,1
Ermittlungen gegen Täter: 6 Wochen - gegen Ermittler 9 Jahre. Opfer wurden als Lügner diffamiert.,OTHER,OTHER,0
@USER @USER Niemals...die Deutschen lieben diesen Dreck....für deren Verbleib werden sie die anderen bekämpfen,OTHER,OTHER,0
In Deutschland wird wieder hartes Klopapier eingeführt. |LBR| Damit auch der letzte Arsch Rot wird |LBR| spd linke,OFFENSE,ABUSE,1
Unsere Kirchenmänner sind nur vom Staat bezahlte Facharbeiter.Bei jeder Lohnerhöhung sind sie mit dabei.Wie wäre es wenn sie nur von dem leben müssten was im Klingelbeutel ist. Dann würde sich die Spreu vom Weizen trennen.Nur so erkennt man die berufenen!,OTHER,OTHER,0
"@USER @USER @USER Vorbehalte gegen Nawalnij, die NYT, den Fotografen, der Fotos freigibt oder das Foto? Oder die Nawalnij-Kampagne?",OTHER,OTHER,0
Schröder macht sich zum russischen Söldner. TVDuell,OFFENSE,INSULT,1
@USER Trotzdem kann mans ändern jeder ist selbst der Widerstand,OFFENSE,ABUSE,1
@USER Vllt sind wir von der selben Mutter und wurden nur getrennt Bruder,OTHER,OTHER,0
@USER @USER Kleinstaat Tschechei läßt keine Moslems in Land. Die EU schon. Also lieber Kleinstaat der Interessen seiner Bürger vertritt,OTHER,OTHER,0
@USER Habe auch gespendet für den Untergang der Verkrusteten Altparteien.Nieder mit den Fettbäuchigen Altmaiers!,OFFENSE,ABUSE,1
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Man lügt in D und verblödet die Massen. Ich sage doch, D ist das Nordkorea in Europa in Sachen Information und wenn man Beweise auf den Tisch legt, werdet ihr zu Mimimis.",OTHER,OTHER,0
"Tief betroffen über Morde v LasVegas. Mein Mitgefühl,auch den Hinterbliebenen. Und Schande über all die fake -newser, die Leid instrument.",OTHER,OTHER,0
@USER @USER @USER @USER |LBR| Nicht nur Linke Politiker decken die Antifantenbrut!,OFFENSE,ABUSE,1
@USER Schiebt die Linken direkt mit ab!,OFFENSE,ABUSE,1
Was soll dass 220.000 Invasoren dürfen kommen + Familiennachzug u Hunderttausende die an der DE Grenze dass Wort Asyl stammeln können |LBR| AFD,OFFENSE,ABUSE,1
"Für mich sitzen d. Populisten in d. CDU,die mit ihren einfachen Lösungen ein ganzes Land verraten,verkaufen u. d. Bürger vorsätzlich belügen",OFFENSE,INSULT,1
"Antrag 31 wird aufgerufen: Es soll geklärt werden, wer als Geistlicher im Ehrenamt betrachtet wird und wer nicht - aksynode16",OTHER,OTHER,0
"@USER Hallo ""Bruder im Geiste"", ich habe Dich schon vermisst Und, selbstverständlich, sonst ""rutschen"" sie nicht und ein Pfeifchen",OTHER,OTHER,0
@USER @USER @USER 6. Wer das alles glaubt o verbreitet ist auf antiisraelische Hetze hereingefallen o selbst einer. Daher Frage: wann u wo hat Isr. angeheizt?,OTHER,OTHER,0
@USER Deswegen bist du auch ein Freund von mir. Und hast den Ritterschlag bekommen.,OTHER,OTHER,0
"Der ""Heuschreckenschwarm"" aus dem ""Süden"" zieht erst weiter, wenn selbst der letzte Mülleimer leergefressen ist. 90% wollen arbeiten???",OFFENSE,ABUSE,1
@USER Kirche und Staat sind aus gutem Grund getrennt. Sie sollte neutral sein und sich nicht zu Politischen Statements hin reißen lassen. Der Makel des Verrates haftet seit dem 13 October anno 1307 an der Kirche und ist nicht vergessen.,OFFENSE,ABUSE,1
Wahl der Rechnungsprüfer auf der altkatholisch|en Bistumssynode 2016 in Mainz - aksynode16,OTHER,OTHER,0
"@USER @USER Das mag alles sein,. Möchte aber nicht wissen, wieviel Steuern unser Staat insgesamt aus dem Aufblühen des Tennis-Zirkus durch unsr ""Bobbele"" kassiert hat über die Jahre. Ich mag das Kratzen an unseren wenigen Helden nicht. StandwithBoris",OTHER,OTHER,0
"@USER Richtige Entscheidung! Über die UNESCO wurde Antisemitismus weiter salonfähig gemacht. Wer öffentlich behauptet, dass Juden keine geschichtliche Verbindung zur Kotel, HarHaBait &amp; generell zu Jerusalem hätten, der will nicht nur Israel schaden, sondern auch dem Judentum!",OTHER,OTHER,0
"@USER @USER Danke, dass ihr @USER verlinkt habt. Allerdings haben 286 Menschen vermittelt und nicht 80!",OTHER,OTHER,0
"@USER @USER @USER @USER @USER Wie oft man auch versucht es euch zu erklären wo die wahren Hintergründe liegen, es bleibt leider nichts hängen .",OTHER,OTHER,0
BRD einfach nur noch peinlich scheiß Zensurstaat,OFFENSE,ABUSE,1
@USER @USER Hat einer gerufen Dumm -Deutsche bitte melden??,OFFENSE,INSULT,1
@USER Die Film und Bild Beweise sind diesmal eindeutig.,OTHER,OTHER,0
Unser Zorn gibt uns die Kraft zum Widerstand.,OTHER,OTHER,0
@USER @USER Was für ein dummes dämliches Volk....Araber sind absolut das häßlichste und überflüssigste was es gibt...!!,OFFENSE,ABUSE,1
"Kampf um Groko wird auch am Buffet ausgetragen. SPD serviert vor entscheidenden Sondierung-Stunden im Brandt-Haus das sozialdemokratischste aller Menus: Currywurst. Unionisten lästern, schmecke nicht. megainfo qualitätsjournalismus BREAKING",OTHER,OTHER,0
@USER 2 deren Eltern Geschwister waren mehr nicht.,OFFENSE,INSULT,1
@USER @USER Ein Tropfen auf den heissen Stein!,OTHER,OTHER,0
"@USER @USER @USER Man hört garnix von jüdischen Organisationen,wenn wir deutsche was falsches sagen wird in allen Gazetten ein Aufstand gemacht.",OFFENSE,ABUSE,1
"Wir brauchen von den Ja-Wählern für das Sultanat nicht die türkischen |LBR| Pässe, sondern sie sollen die österreichischen Pässe zurückgeben.",OFFENSE,ABUSE,1
@USER @USER Die dummen deutschen Wähler...mit FDP u den Grünen am Bord werden unsere Probleme nur noch größer... |LBR| Ich schäme mich für meine Landsleute..,OFFENSE,ABUSE,1
@USER @USER So muss man mit dem Migrantenpack umgehen!,OFFENSE,ABUSE,1
@USER Ohne Worte....das manche Menschen so dumm sind....noch dümmer sind wirklich nur Schafe...!,OFFENSE,INSULT,1
@USER ach ja? wo denn genau?,OTHER,OTHER,0
"@USER Hier ist nichts in Ungarn, windstill, 7° C",OTHER,OTHER,0
"Zuviele Wähler haben sich ins Boxhorn jagen lassen. |LBR| Ähnlich dämlich wie die Franzosen, die gerade ein böses Erwachen haben.",OFFENSE,ABUSE,1
@USER @USER @USER Bleigießen fällt dieses Silvester bei uns aus. Bin gerade schon geschmolzen.,OTHER,OTHER,0
@USER Ich spreche schreibe und lese in 5 Sprachen...komm mir nicht mit ungebildet...du Troll,OTHER,OTHER,0
"@USER @USER Und nach Aufnahme der Personalien wahrscheinlich freigelassen ,wäre er ein deutscher Staatsbürger würde er eingebuchtet.",OFFENSE,ABUSE,1
"Heute um 19:20 diskutiere ich mit Mouhanad Khorchide in 3sat Kulturzeit über unser Buch ""Ist der Islam noch zu retten?""",OTHER,OTHER,0
"@USER Sehe ich Kathrin Göring Eckart, Merkel, Gysi, Petry, Wagenknecht und all die anderen Wendehälse die uns heute regieren. Frage ich mich. War der Fall der Mauer ein Fehler.",OFFENSE,INSULT,1
"@USER Die bayerische Labertrumpe ist wieder am Werk! Wenn Merkel sich räuspert, ist wieder Ruhe im Duckmäuser-Staat!",OFFENSE,INSULT,1
"Klare Ansage Seehofers für Sondierungen mit @USER: „Unternehmer sind für uns keine Feindbilder, sondern Vorbilder.“ CSUPT17",OTHER,OTHER,0
"Allein die Stimme der ZDF-Slomka bringt mich ""alten Mann"" zum ko***, ganz abgesehen von ihren hirnlosen Kommentaren &gt; unterste Schublade",OFFENSE,INSULT,1
@USER Nach heftigem Schneefall ist Paarshippen okay!,OTHER,OTHER,0
